DOCID	CLASE	NUM-TERMINOS	TERMINOS[termino/peso]
488	money-fx	257	action/0.041683 affairs/0.049083 aggravating/0.066267 agreement/0.052721 alignment/0.066267 alignments/0.066267 already/0.077763 also/0.036446 among/0.040665 appears/0.047137 around/0.062962 asked/0.039736 axis/0.132535 azusa/0.066267 back/0.037354 bank/0.024715 bare/0.066267 base/0.049083 basic/0.045491 beneath/0.066267 big/0.049083 billion/0.021374 britain/0.044065 budged/0.066267 business/0.027429 can/0.03279 cause/0.045491 central/0.033761 changing/0.117733 close/0.03809 closely/0.054538 community/0.033264 compared/0.053763 competitive/0.088131 concerted/0.058867 cooperation/0.045491 countries/0.029264 creating/0.132535 cross/0.049083 currencies/0.094274 currency/0.131441 cut/0.0319 de/0.08133 despite/0.039736 difficult/0.041683 director/0.039736 discomfort/0.066267 distortions/0.066267 division/0.040665 dlr/0.024935 dollar/0.155526 don/0.044065 drama/0.066267 drastic/0.058867 driving/0.058867 due/0.027429 ec/0.13871 economic/0.033761 ecu/0.054538 edge/0.066267 egg/0.066267 equation/0.066267 europe/0.135087 european/0.097006 event/0.054538 every/0.054538 excellent/0.058867 exchange/0.073973 expect/0.03809 expert/0.058867 explained/0.066267 exporting/0.047137 exports/0.095062 fact/0.058867 factor/0.066267 february/0.025159 fell/0.028307 figures/0.0319 financial/0.03069 firms/0.117592 first/0.027152 five/0.045104 flows/0.066267 foreign/0.031078 france/0.045491 friday/0.045491 frights/0.066267 fundamentally/0.058867 g/0.117733 gave/0.041683 germany/0.039736 golden/0.066267 goods/0.038882 grew/0.049083 group/0.023877 half/0.033761 hardly/0.066267 hayashi/0.066267 helped/0.051466 highly/0.051466 historic/0.066267 historical/0.066267 hora/0.132535 imbalance/0.109075 imbalances/0.066267 importance/0.066267 important/0.047137 imports/0.078363 improvement/0.042808 industrial/0.036017 instead/0.051466 interest/0.029264 international/0.051248 intervention/0.045491 involving/0.054538 january/0.023481 japan/0.119812 japanese/0.155526 keep/0.049083 last/0.038434 lay/0.058867 laying/0.066267 least/0.036665 look/0.047137 looking/0.047137 major/0.054858 makes/0.040665 many/0.040665 mark/0.044065 market/0.021698 massive/0.058867 maximises/0.066267 may/0.0462 meaning/0.066267 ministry/0.041683 moderation/0.066267 movements/0.126879 moving/0.049083 much/0.03279 nations/0.037354 necessarily/0.058867 new/0.073342 now/0.069487 objective/0.051466 obscuring/0.066267 officials/0.104489 one/0.016783 pact/0.079472 partly/0.045491 past/0.042808 pct/0.04629 peak/0.049083 peaked/0.058867 peaks/0.066267 performance/0.040665 periodic/0.066267 picture/0.098167 place/0.045491 plaza/0.220135 price/0.025624 prime/0.054538 problem/0.041683 problems/0.038882 profits/0.040665 rare/0.066267 rate/0.056013 rates/0.067522 real/0.036665 recent/0.029953 reflecting/0.049083 relationship/0.058867 remarkable/0.066267 research/0.041683 reuter/0.000022 reuters/0.029953 rhetoric/0.066267 rise/0.029264 rose/0.026881 s/0.037564 said/0.019237 sales/0.04151 see/0.038882 seen/0.037354 senior/0.042808 september/0.069659 set/0.029264 sharp/0.039736 show/0.037354 significance/0.066267 simply/0.054538 since/0.031078 small/0.042808 sold/0.032335 start/0.042808 statements/0.049083 sterling/0.054538 story/0.058867 suddenly/0.066267 surplus/0.037354 t/0.03809 tell/0.054538 tensions/0.066267 terms/0.100704 therefore/0.054538 theyen/0.066267 think/0.039736 third/0.037354 three/0.021863 throwing/0.066267 thus/0.058867 tokyo/0.049083 told/0.024499 tomas/0.066267 took/0.049083 total/0.023481 totalled/0.051466 trade/0.098245 tremendous/0.058867 trend/0.051466 troughs/0.066267 two/0.017534 u/0.117592 underlying/0.058867 undoubtedly/0.058867 unit/0.028935 us/0.059429 value/0.036017 view/0.047137 visible/0.047137 want/0.042808 watched/0.066267 way/0.077763 ways/0.045491 well/0.032335 west/0.03279 will/0.014215 world/0.028006 worried/0.058867 year/0.023853 years/0.059906 yen/0.195949 yet/0.038882 york/0.03809 12/0.025864 13/0.026881 16/0.02636 173.4/0.066267 1985/0.041813 1986/0.026115 20/0.025389 21/0.034282 23/0.036017 242/0.058867 25/0.03069 263.15/0.066267 5/0.085615 50/0.031078
490	money-fx	52	addition/0.117785 affecting/0.141609 among/0.11189 around/0.086619 assistance/0.121245 balances/0.161972 bank/0.136004 bankers/0.135053 bill/0.095834 billion/0.058811 bills/0.250337 circulation/0.161972 discount/0.121245 drain/0.323943 early/0.162904 england/0.117785 exchequer/0.161972 factors/0.106982 forecast/0.095834 hands/0.141609 houses/0.161972 invitedan/0.182335 liquidity/0.141609 main/0.121245 market/0.059701 maturing/0.182335 mln/0.061089 money/0.099101 note/0.050141 offered/0.11189 offers/0.121245 official/0.077887 respectively/0.099101 reuter/0.000059 rise/0.080519 round/0.141609 said/0.013903 shortage/0.125168 stg/0.328002 system/0.095834 take/0.099101 target/0.102778 today/0.066827 transactions/0.125168 treasury/0.11189 uk/0.091527 will/0.078226 1.15/0.135053 135/0.182335 245/0.182335 30/0.070504 732/0.182335
491	trade	44	also/0.044909 belgo/0.16331 belgolux/0.16331 billion/0.210698 bleu/0.326621 december/0.139521 deficit/0.09582 economic/0.083201 exports/0.070523 fell/0.06976 figures/0.078614 franc/0.40321 francs/0.289797 given/0.09387 imports/0.074709 institute/0.09387 last/0.047359 lower/0.073816 luxembourg/0.145072 moved/0.16331 moves/0.126834 narrow/0.134403 national/0.080808 november/0.108595 reuter/0.000053 said/0.012452 show/0.092055 spokesman/0.070523 statistics/0.085835 surplus/0.3058 trade/0.14481 union/0.092055 year/0.02274 10.9/0.134403 11.9/0.134403 140.4/0.145072 1985/0.133182 1986/0.064359 2.3/0.126834 3061.8/0.16331 3066.6/0.16331 3163.7/0.16331 3304.1/0.16331 4.7/0.134403
499	money-fx	75	againstthe/0.128396 allocation/0.128396 auction/0.211339 bank/0.143657 banks/0.19927 based/0.060215 bidding/0.199436 bids/0.085379 central/0.196242 coming/0.095102 commercial/0.071039 complained/0.114057 currency/0.142079 disqualification/0.128396 disqualified/0.128396 dlrs/0.035363 documentation/0.105669 dollar/0.15067 due/0.053145 effective/0.088141 exchange/0.055446 failing/0.105669 failure/0.085379 finished/0.114057 firmed/0.128396 firms/0.088141 foreign/0.060215 hard/0.085379 inadequate/0.114057 including/0.060996 last/0.074468 latest/0.085379 levy/0.128396 many/0.078791 mln/0.028679 naira/0.256793 nigerian/0.228114 obtaining/0.114057 offer/0.060215 paperwork/0.128396 past/0.082942 pct/0.025018 previous/0.058737 produce/0.09133 proof/0.128396 punishment/0.128396 rate/0.054264 required/0.075335 reuter/0.000042 right/0.09133 s/0.043819 said/0.00979 sell/0.061807 sold/0.062652 specified/0.128396 submit/0.128396 successfully/0.099718 time/0.055446 today/0.047058 transactions/0.227841 unprecedented/0.128396 valid/0.128396 week/0.155653 weekly/0.09133 whole/0.088141 within/0.076991 17/0.116071 2.6/0.105669 27/0.062652 3.8050/0.128396 3.8241/0.128396 38.39/0.128396 3.9050/0.128396 3.9246/0.128396 50/0.060215
500	trade	90	agreement/0.050449 agricultural/0.079773 airport/0.126824 allen/0.11266 areas/0.145796 billion/0.040906 car/0.098497 central/0.064613 computer/0.077826 concern/0.090212 conference/0.070169 cut/0.06105 days/0.076048 demand/0.06561 despite/0.076048 dlrs/0.017465 domestic/0.125508 done/0.104375 dumping/0.11266 economic/0.064613 economicaffairs/0.126824 economy/0.070169 efforts/0.087062 encourage/0.093937 forecasting/0.11266 foreign/0.059478 governing/0.126824 greater/0.087062 growth/0.123769 help/0.066658 hit/0.081926 imports/0.058017 increased/0.064613 issues/0.074412 japan/0.190428 japanese/0.148825 jeopardy/0.126824 kansai/0.126824 large/0.072898 led/0.081926 made/0.053039 market/0.041525 markets/0.058734 message/0.11266 microchips/0.225321 much/0.125508 named/0.093937 need/0.196581 needs/0.093937 pact/0.076048 particular/0.098497 penetration/0.126824 press/0.093937 producers/0.068931 products/0.064613 progress/0.104375 record/0.0378 reduce/0.13122 resolution/0.11266 restructure/0.126824 reuter/0.000041 said/0.01934 semiconductors/0.11266 several/0.067763 sluggish/0.126824 state/0.056006 states/0.129226 still/0.066658 stimulate/0.126824 supercomputers/0.126824 surplus/0.184794 talks/0.061884 telephones/0.126824 tells/0.126824 three/0.041842 tokyo/0.093937 told/0.046886 trade/0.144518 undersecretary/0.126824 united/0.1221 urged/0.187874 us/0.095178 visible/0.090212 wallis/0.253648 warned/0.093937 washington/0.079773 week/0.059478 year/0.01766 1986/0.02499 83/0.104375
501	grain	49	also/0.046045 awarded/0.14874 buys/0.096244 c/0.111341 cargo/0.14874 co/0.121688 committee/0.200805 companies/0.074798 continental/0.130041 contract/0.100402 contracts/0.105321 dlrs/0.046117 f/0.105321 first/0.068605 grain/0.098243 joint/0.119102 maize/0.275603 maizeimporters/0.16744 march/0.044304 minneapolis/0.14874 new/0.051693 peavey/0.16744 per/0.108824 priced/0.124021 received/0.094383 reuter/0.000054 reuters/0.075683 s/0.028572 said/0.012767 second/0.096244 set/0.073942 shipment/0.111341 shipments/0.216327 spokesman/0.144613 supply/0.085305 taiwan/0.279598 told/0.061902 tonne/0.272251 tonnes/0.175576 totalling/0.137802 two/0.088607 us/0.108274 won/0.124021 york/0.096244 16/0.066606 30000/0.29748 60000/0.29748 93.36/0.16744 93.86/0.16744
503	coffee	116	abnn/0.091108 added/0.037711 adviser/0.070758 agreed/0.043281 algemene/0.091108 allowing/0.067482 balance/0.048679 bangkok/0.091108 bank/0.129369 bankers/0.067482 banking/0.148555 banks/0.188531 banque/0.182216 bnpp/0.091108 buy/0.040233 buying/0.058854 chartered/0.161866 chase/0.080933 chinese/0.149962 citibank/0.091108 co/0.033107 coffee/0.102711 commodity/0.064806 company/0.073888 consider/0.060583 contracts/0.057308 control/0.053456 controlling/0.080933 corp/0.044217 creditor/0.268804 de/0.055909 december/0.038918 dlrs/0.025093 earlier/0.073191 expressed/0.070758 financial/0.042194 find/0.129612 firm/0.099037 fufill/0.091108 held/0.045081 help/0.047886 hock/0.273323 holdings/0.067482 however/0.041181 inject/0.080933 interest/0.040233 international/0.035229 investor/0.067482 l/0.080933 largest/0.049518 last/0.026421 least/0.050408 let/0.064806 likely/0.049518 loan/0.051356 losses/0.050408 ltd/0.134129 major/0.037711 make/0.042727 manhattan/0.080933 may/0.031759 merchant/0.080933 mln/0.02035 na/0.161866 nationale/0.091108 nederland/0.091108 negotiations/0.062543 new/0.028127 nine/0.071118 now/0.036958 nv/0.067482 ocbm/0.091108 offer/0.042727 official/0.038918 one/0.023074 oversea/0.182216 overseas/0.161866 owes/0.091108 pa/0.080933 paribas/0.091108 paris/0.067482 postpone/0.074981 prepared/0.064806 profitable/0.074981 proposal/0.050408 pte/0.091108 repayments/0.080933 reuter/0.00003 s/0.015547 said/0.02084 seven/0.042727 si/0.182216 simbl/0.091108 since/0.042727 singapore/0.182907 six/0.034282 sources/0.092833 stake/0.099037 standard/0.134965 stch/0.091108 take/0.049518 taking/0.060583 teck/0.273323 thesingapore/0.091108 thinking/0.080933 trader/0.074981 try/0.062543 two/0.024107 united/0.043857 uobm/0.091108 week/0.042727 will/0.019544 willing/0.064806 work/0.062543 yet/0.053456 100/0.048679
505	trade	348	access/0.037188 according/0.028926 account/0.028926 accusing/0.046442 achieving/0.05228 acknowledging/0.05228 acted/0.05228 adding/0.030675 affairs/0.038724 agency/0.028926 ago/0.048424 agricultural/0.032885 aimed/0.037188 also/0.028754 americans/0.05228 amongst/0.046442 annually/0.038724 another/0.026635 anything/0.046442 argument/0.046442 around/0.049672 assessment/0.05228 assistance/0.034764 averaged/0.038724 bad/0.038724 baka/0.05228 bank/0.050402 banking/0.05683 based/0.063379 benefited/0.046442 billion/0.060452 blamed/0.040603 blurred/0.05228 booming/0.05228 breakdown/0.038724 calculate/0.05228 calculations/0.046442 can/0.051738 cases/0.046442 central/0.026635 certain/0.028926 chemicals/0.040603 citing/0.05228 clear/0.077447 club/0.043026 commercial/0.028926 commission/0.025869 compensation/0.043026 competitive/0.034764 contributed/0.035889 convert/0.05228 cooperate/0.05228 cooperative/0.092884 cost/0.052487 countries/0.023087 creditor/0.043026 credits/0.115485 crushing/0.046442 curbing/0.043026 currencies/0.037188 currency/0.028926 cut/0.025167 damage/0.035889 debt/0.051738 deputy/0.033772 describing/0.05228 deteriorate/0.05228 devised/0.046442 different/0.038724 difficult/0.06577 diplomat/0.05228 dismiss/0.046442 dismissing/0.05228 dlr/0.039344 dlrs/0.02581 doesn/0.043026 dried/0.05228 dwindling/0.05228 easy/0.046442 economic/0.10141 economist/0.043026 economists/0.037188 economy/0.09609 effect/0.060101 efforts/0.035889 entry/0.05228 envoy/0.104561 equipment/0.032885 estimate/0.030675 estimated/0.02551 europe/0.032082 evaluation/0.046442 example/0.038724 exchanges/0.038724 excuse/0.05228 expert/0.092884 experts/0.05228 exports/0.045153 extent/0.046442 extrapolated/0.05228 fact/0.046442 fallen/0.046442 favoured/0.046442 figure/0.071779 figures/0.025167 financial/0.048424 flowed/0.046442 foodstuffs/0.05228 forces/0.043026 foreign/0.063379 free/0.038724 freely/0.05228 fund/0.043026 giving/0.037188 global/0.038724 go/0.029469 government/0.022828 governments/0.046442 growth/0.02551 half/0.026635 hamper/0.05228 hard/0.034764 head/0.040603 high/0.024212 hope/0.034764 hypothetical/0.104561 ice/0.043026 illegally/0.05228 illusion/0.05228 illusory/0.05228 imf/0.104561 immorally/0.05228 impact/0.030051 important/0.037188 imports/0.023916 imposed/0.111222 impossible/0.077447 included/0.034764 including/0.024836 increase/0.022332 increases/0.027934 industry/0.025167 influence/0.05228 information/0.037188 institute/0.030051 interested/0.037188 internal/0.05228 international/0.040431 itseconomy/0.05228 janusz/0.05228 japan/0.023631 just/0.032885 kaczurba/0.104561 lacks/0.05228 largely/0.040603 last/0.030322 late/0.029469 law/0.034764 lead/0.064164 lenders/0.040603 letting/0.05228 level/0.027934 lifting/0.104561 limit/0.035889 links/0.05228 little/0.035889 long/0.027046 longer/0.040603 looking/0.037188 losses/0.057852 lost/0.074375 low/0.027478 made/0.043729 major/0.02164 making/0.031349 market/0.017118 markets/0.024212 martial/0.05228 mean/0.034764 means/0.035889 measures/0.081206 meet/0.034764 meetings/0.05228 mfn/0.135143 minister/0.027046 ministry/0.032885 misunderstanding/0.05228 mln/0.017516 modernise/0.05228 monetary/0.035889 moral/0.05228 much/0.025869 nation/0.033772 national/0.051738 nations/0.029469 nebulous/0.05228 nevertheless/0.05228 new/0.01614 news/0.027934 now/0.042415 number/0.029469 obligations/0.038724 obstructing/0.05228 official/0.066997 officials/0.054957 offshoot/0.05228 one/0.052961 opportunity/0.040603 orders/0.037188 organisations/0.046442 originally/0.038724 pap/0.104561 paris/0.038724 part/0.051738 particular/0.040603 partners/0.06577 performance/0.032082 period/0.02551 phenomenon/0.05228 planning/0.040603 play/0.111222 point/0.033772 poland/0.195194 poles/0.05228 policy/0.029469 polish/0.185957 political/0.074375 poor/0.038724 position/0.037188 positive/0.038724 possible/0.071779 precise/0.05228 prepared/0.037188 problems/0.030675 products/0.026635 projection/0.046442 protectionist/0.043026 provide/0.028926 provided/0.033772 putting/0.046442 quality/0.037188 quoted/0.038724 ran/0.043026 real/0.028926 reality/0.05228 really/0.038724 reasons/0.077447 recent/0.047262 recently/0.067545 recognised/0.046442 regain/0.104561 relations/0.043026 remaining/0.030675 repairing/0.046442 repaying/0.046442 reply/0.046442 research/0.032885 restrictions/0.040603 retaliation/0.040603 reuter/0.000017 right/0.037188 role/0.05228 s/0.031982 said/0.018277 sanctions/0.218006 say/0.085246 saying/0.074375 says/0.082931 scientific/0.104561 seek/0.038724 senior/0.033772 setbacks/0.05228 settlement/0.034764 several/0.027934 sharply/0.027934 short/0.033772 show/0.029469 since/0.024518 slumping/0.05228 solidarity/0.104561 someone/0.05228 sophisticated/0.05228 source/0.038724 spotlight/0.05228 stabilising/0.046442 stand/0.040603 states/0.079906 status/0.077447 still/0.027478 stressed/0.043026 suffered/0.046442 superpower/0.05228 suppression/0.05228 surplus/0.029469 t/0.060101 take/0.05683 takes/0.035889 talks/0.051021 targeted/0.043026 terms/0.023916 textiles/0.046442 theoretical/0.05228 three/0.017249 time/0.058359 today/0.019161 told/0.019328 torpedoing/0.05228 trade/0.06828 trading/0.028415 treated/0.046442 trends/0.05228 two/0.027666 unable/0.046442 uncommonly/0.05228 unilateral/0.05228 union/0.029469 united/0.0755 unlikely/0.038724 us/0.054536 useful/0.046442 wants/0.043026 wars/0.05228 washington/0.085006 week/0.024518 weeks/0.034764 well/0.02551 west/0.051738 western/0.138656 will/0.040204 withdrew/0.040603 without/0.028415 wladyslaw/0.05228 won/0.038724 world/0.04419 worse/0.05228 year/0.00728 years/0.061085 yes/0.05228 100/0.027934 15/0.053758 1.6/0.038724 1970s/0.104561 1979/0.05228 1982/0.046442 200/0.038724 33.5/0.043026 400/0.05228 800/0.046442
509	money-fx	153	absorb/0.082974 acceleration/0.073707 accord/0.064441 aggregate/0.082974 ahead/0.061458 also/0.045635 although/0.0536 around/0.039417 authorities/0.064441 back/0.046771 balladur/0.082974 bank/0.102798 banking/0.045098 begun/0.064441 bid/0.055174 broadly/0.073707 buys/0.047693 call/0.184373 canada/0.042273 category/0.073707 close/0.047693 come/0.110349 compared/0.033658 considerable/0.068287 countries/0.036642 cut/0.14319 day/0.140312 days/0.049754 dealers/0.1608 decline/0.041651 discouraging/0.082974 dropped/0.113919 earlier/0.033328 early/0.037066 edged/0.073707 edouard/0.082974 eight/0.077826 encouraged/0.082974 exchanges/0.061458 excluded/0.073707 fall/0.096947 february/0.081433 finance/0.112732 finished/0.073707 first/0.033997 five/0.056476 floor/0.068287 follows/0.061458 foreign/0.077826 franc/0.068287 france/0.204198 french/0.0536 funds/0.052191 giving/0.05902 government/0.07246 group/0.029896 growth/0.040487 half/0.042273 happy/0.068287 hasty/0.082974 high/0.038427 hold/0.048684 indicator/0.073707 industrial/0.045098 interest/0.073283 intervened/0.082974 intervention/0.189216 itsmoney/0.082974 january/0.058802 just/0.052191 key/0.064441 likely/0.116575 liquidity/0.064441 m/0.05902 making/0.049754 march/0.021954 market/0.070228 meeting/0.037066 minister/0.042925 ministers/0.05902 ministry/0.052191 monday/0.061458 money/0.18039 morning/0.05696 next/0.079883 nine/0.032384 now/0.033658 paper/0.05696 paris/0.061458 past/0.0536 pct/0.069875 peaked/0.073707 percentage/0.064441 point/0.138554 pointed/0.082974 quarter/0.031221 raised/0.095386 rate/0.168579 rates/0.109273 recent/0.037504 remained/0.05696 repurchase/0.158866 restored/0.082974 returning/0.073707 reuter/0.000027 ripe/0.082974 rising/0.0536 s/0.036599 said/0.02268 say/0.045098 scope/0.082974 see/0.048684 set/0.073283 seven/0.116739 several/0.044333 signals/0.082974 since/0.077826 slide/0.073707 small/0.0536 sources/0.084545 stabilised/0.082974 stability/0.073707 start/0.0536 steadily/0.073707 steady/0.068287 stop/0.068287 supply/0.084545 target/0.093542 three/0.027375 time/0.035831 tomorrow/0.05696 turbulence/0.082974 unchanged/0.091816 upper/0.073707 using/0.136574 week/0.038913 weeks/0.055174 well/0.040487 within/0.049754 1/0.033328 10/0.033006 1985/0.026177 1986/0.01635 2/0.038913 22/0.045098 23/0.045098 27/0.040487 3/0.17453 4/0.156574 4.6/0.068287 5/0.0536 7/0.190531 8/0.138554
510	grain	68	association/0.064229 barley/0.084398 carcases/0.113945 cash/0.103007 combined/0.073607 contracts/0.143345 crop/0.060882 declined/0.126088 february/0.129784 feed/0.088495 fell/0.048673 figures/0.109701 futures/0.290564 gafta/0.113945 grain/0.17282 higher/0.054851 january/0.121127 main/0.075769 mln/0.04845 month/0.097347 nine/0.088944 official/0.048673 pig/0.227891 pigmeat/0.227891 potato/0.227891 potatofutures/0.113945 previous/0.104252 registered/0.088495 representing/0.10122 reuter/0.000037 rose/0.046222 saw/0.093776 settlement/0.151539 show/0.128458 six/0.042875 soymeal/0.10122 stg/0.273302 tonnes/0.119482 total/0.040376 totalled/0.088495 trade/0.101038 traded/0.202198 uk/0.114395 value/0.160089 valued/0.156442 versus/0.069923 volume/0.073607 volumes/0.093776 wheat/0.058052 10/0.045326 1.19/0.088495 119610/0.113945 129/0.113945 150/0.078221 157/0.113945 164/0.113945 19/0.065495 201/0.113945 29347/0.113945 450/0.10122 659864/0.113945 76340/0.113945 892700/0.113945 90680/0.113945 97/0.113945 9847/0.113945 984960/0.113945 992760/0.113945
513	money-fx	54	april/0.050054 assistance/0.221798 bank/0.160783 bill/0.087656 billion/0.053792 bills/0.228975 bought/0.195706 bulk/0.14815 date/0.102342 dealers/0.107734 dealing/0.166775 discount/0.110899 earlier/0.066989 eased/0.137255 england/0.107734 established/0.123529 far/0.107734 given/0.191724 houses/0.14815 leaves/0.129525 levels/0.100004 market/0.163819 may/0.058136 mln/0.048146 money/0.18129 morning/0.295945 noted/0.086278 offers/0.110899 pct/0.032497 provided/0.107734 rate/0.140967 rates/0.169933 refused/0.14815 resale/0.2963 reuter/0.000054 said/0.012716 shortage/0.114487 small/0.107734 stg/0.300012 still/0.087656 system/0.087656 themoney/0.14815 thus/0.14815 today/0.061124 total/0.059095 uk/0.083717 10/0.066341 1.15/0.123529 15/0.066341 16/0.066341 17/0.075383 2/0.078214 20/0.063897 37/0.114487
514	crude	39	assistance/0.096454 baltic/0.290103 board/0.058263 cms/0.145051 compacted/0.145051 conditions/0.199149 continuous/0.128852 details/0.085107 drift/0.145051 export/0.059432 finnish/0.145051 gave/0.091239 harbour/0.257704 ice/0.396559 icebreaker/0.145051 klaipeda/0.145051 latest/0.096454 major/0.060039 navigation/0.145051 needed/0.096454 normal/0.107438 oil/0.11768 port/0.290103 reach/0.093701 reinforcement/0.145051 report/0.136052 reuter/0.000047 said/0.02212 soviet/0.173955 special/0.078838 steel/0.107438 thesoviet/0.145051 thick/0.128852 unchanged/0.160509 ventspils/0.374953 vessels/0.107438 without/0.078838 15/0.0577 30/0.056087
515	money-fx	34	bank/0.07659 bids/0.136557 certificates/0.13266 conducted/0.205361 due/0.085002 february/0.077969 finance/0.107937 francs/0.140976 invitingtenders/0.205361 issue/0.113623 last/0.059553 march/0.108675 market/0.134481 ministry/0.129174 mln/0.022935 money/0.223234 month/0.175446 national/0.101615 new/0.1268 offers/0.136557 paper/0.281951 payment/0.115758 pct/0.040015 raise/0.140976 reuter/0.000067 said/0.015658 series/0.265321 swiss/0.54728 three/0.135507 yielded/0.205361 10/0.08169 12/0.160302 150/0.140976 2.969/0.205361
516	money-fx	20	bank/0.233088 banks/0.16166 central/0.318408 commercial/0.172895 dollar/0.183349 dollarrate/0.31249 dollars/0.277591 egypt/0.257177 egyptian/0.31249 march/0.082683 previous/0.142953 rate/0.264133 reuter/0.000102 s/0.053323 set/0.137996 today/0.11453 unchanged/0.34579 1.373/0.31249 6/0.201864 87/0.16166
